selection_rank,candidate_id,learning_rate,max_depth,n_estimators,weakened_threshold,stopped_threshold,validation_samples,fold_macro_pr_auc_mean,fold_macro_pr_auc_std,fold_macro_roc_auc_mean,maximum_iterations,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_retained_roc_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_weakened_roc_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,oof_stopped_roc_auc,selected
45,xgboost_learning_rate_0.05_max_depth_10_n_estimators_500,0.05,10,500,0.3,0.35,24596,0.5576592401076623,0.015322960845510908,0.7449766268053912,0,0.5796877541063588,0.5247352646401974,0.5681106304574698,0.5247352646401974,0.5326833031883108,0.5747515042140895,0.5561380302704708,0.7454000900292216,0.7390258568851473,0.5007639808495467,0.597000425040986,9817,0.7324701418482845,0.7892395483122314,0.5398164891835778,0.7288181571570667,0.6202385532897268,11059,0.5672034151798498,0.6603446276652036,0.42548954530368405,0.3446236559139785,0.3808109312342195,3720,0.368740533783278,0.7866160941102299,False
46,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.36,0.35,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5788339567409335,0.5250079633462802,0.5532752966698153,0.5250079633462802,0.5325803845349841,0.5759593419470761,0.5464325450053841,0.7369283992539425,0.6979718382637902,0.5503718040134461,0.6154459505638455,9817,0.7207632856249843,0.7799863008999461,0.5488034807831762,0.6843295053802333,0.6091190792386012,11059,0.5620854469910468,0.6540422750684756,0.4130505709624796,0.3403225806451613,0.37317612380250553,3720,0.35644890240012117,0.7767566217934058,False
47,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.42,0.35,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.5806635225239877,0.5240292431345548,0.5481412170097454,0.5240292431345548,0.5321277919980294,0.5772678481698873,0.5515300494436902,0.7409593479962914,0.6707772372440322,0.6039523275949883,0.6356132075471698,9817,0.7265428834219652,0.7843705622486193,0.5546088303640588,0.6474364770774934,0.597438357878927,11059,0.5661780018394487,0.6583425627202142,0.41903758342114505,0.3206989247311828,0.36333181056799146,3720,0.36186926306965705,0.7801649190200406,False
48,xgboost_learning_rate_0.005_max_depth_3_n_estimators_2000,0.005,3,2000,0.42,0.45,24596,0.5902477629299525,0.011604977030317511,0.7680238078997552,0,0.6084322654090096,0.5212878863882868,0.5976865859456767,0.5212878863882868,0.5321044594096427,0.5936357199930197,0.5906218595717038,0.769050435124945,0.72,0.581236630335133,0.6432194792018938,9817,0.7557426975720481,0.8096917552231618,0.5598355764768282,0.7635410073243513,0.6460102517022416,11059,0.6011662831611141,0.6880250397708683,0.5132241813602015,0.21908602150537634,0.30708364732479276,3720,0.4149565979819489,0.8094345103808046,False
49,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.42,0.35,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5763945356968613,0.5248468450652991,0.544492090864256,0.5248468450652991,0.5317722964145987,0.574211828776057,0.5464325450053841,0.7369283992539425,0.6667047531992687,0.5943771009473362,0.6284667995045506,9817,0.7207632856249843,0.7799863008999461,0.5537209484310196,0.6398408536033999,0.5936739659367397,11059,0.5620854469910468,0.6540422750684756,0.4130505709624796,0.3403225806451613,0.37317612380250553,3720,0.35644890240012117,0.7767566217934058,False
50,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.36,0.35,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.580948121645796,0.5228712431014629,0.5536174030131877,0.5228712431014629,0.5316356138776027,0.577196443848227,0.5515300494436902,0.7409593479962914,0.692872247792014,0.5673831109300194,0.6238799283154122,9817,0.7265428834219652,0.7843705622486193,0.5489423778264041,0.6805316936431866,0.6076951027494045,11059,0.5661780018394487,0.6583425627202142,0.41903758342114505,0.3206989247311828,0.36333181056799146,3720,0.36186926306965705,0.7801649190200406,False
51,xgboost_learning_rate_0.05_max_depth_3_n_estimators_1000,0.05,3,1000,0.42,0.45,24596,0.5758151567050411,0.013561812703339953,0.7585641535438825,0,0.6016018864856074,0.5204248956169103,0.5827483483216096,0.5204248956169103,0.531452705490998,0.5893779556427734,0.5758669422222936,0.7596684570954193,0.6989143546441495,0.5902006723031477,0.6399734909151157,9817,0.74695439547077,0.8028733385747047,0.5598979873173422,0.7345148747626368,0.6354284820276137,11059,0.5855799142694605,0.6754708770808654,0.489432703003337,0.23655913978494625,0.3189561435302646,3720,0.39506651692665035,0.8006611556306877,False
52,xgboost_learning_rate_0.3_max_depth_3_n_estimators_500,0.3,3,500,0.3,0.35,24596,0.5572818475830977,0.01318306627371577,0.742387562829287,0,0.5745649699138071,0.5264547716578561,0.5737886027640448,0.5264547716578561,0.5312789562649541,0.5682680116265799,0.5561299325243133,0.742891882715583,0.758130081300813,0.45594377100947336,0.569429425609058,9817,0.7287416066826641,0.7880902290107769,0.5354918245522969,0.7462700063296862,0.6235503003286615,11059,0.5667154963325357,0.6579836585094769,0.4277439024390244,0.3771505376344086,0.40085714285714286,3720,0.3729326945577403,0.7826017606264951,False
53,xgboost_learning_rate_0.3_max_depth_3_n_estimators_1000,0.3,3,1000,0.36,0.35,24596,0.5433819156924438,0.012510408775710339,0.7307984732183475,0,0.5708245243128964,0.5245504904275685,0.5481265645391422,0.5245504904275685,0.5301709038274963,0.5694066919635706,0.5411169245108919,0.7303503058915272,0.6949017525225704,0.533156768870327,0.6033777162948873,9817,0.7139125809735651,0.7750430103452901,0.5430052570093458,0.6724839497242066,0.6008483134720258,11059,0.5567672417720337,0.6464375036450687,0.4064726840855107,0.368010752688172,0.3862866817155756,3720,0.3526709507870769,0.7695704036842225,False
54,xgboost_learning_rate_0.005_max_depth_6_n_estimators_2000,0.005,6,2000,0.42,0.45,24596,0.5787886940031928,0.015636630083830923,0.7612116280183108,0,0.601723857537811,0.5185521615053522,0.5847050929784486,0.5185521615053522,0.5293732121590681,0.5886432170215441,0.5788071213558023,0.7623933371909496,0.7037717364682832,0.5854130589793216,0.6391592059166991,9817,0.7496412410981267,0.8050903976631204,0.5578754080522307,0.741748801880821,0.6368047199472111,11059,0.5866165431674691,0.6791038320168514,0.492468134414832,0.22849462365591397,0.31215571061329417,3720,0.40016357980181094,0.802985781892877,False
55,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.3,0.35,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.5791998698975444,0.5201184680658164,0.559065878571876,0.5201184680658164,0.528924882933325,0.5743404516449359,0.5515300494436902,0.7409593479962914,0.7157836644591612,0.5284710196597738,0.6080281277468503,9817,0.7265428834219652,0.7843705622486193,0.5423763878353217,0.7111854598064925,0.615414710485133,11059,0.5661780018394487,0.6583425627202142,0.41903758342114505,0.3206989247311828,0.36333181056799146,3720,0.36186926306965705,0.7801649190200406,False
56,xgboost_learning_rate_0.3_max_depth_3_n_estimators_1000,0.3,3,1000,0.42,0.35,24596,0.5433819156924438,0.012510408775710339,0.7307984732183475,0,0.5670434216945844,0.5236997744823861,0.5367082940226532,0.5236997744823861,0.5285372980956855,0.56644721109473,0.5411169245108919,0.7303503058915272,0.6553375912408759,0.5853111948660487,0.618348130212537,9817,0.7139125809735651,0.7750430103452901,0.5483146067415731,0.6177773758929379,0.5809770823589439,11059,0.5567672417720337,0.6464375036450687,0.4064726840855107,0.368010752688172,0.3862866817155756,3720,0.3526709507870769,0.7695704036842225,False
57,xgboost_learning_rate_0.05_max_depth_6_n_estimators_500,0.05,6,500,0.42,0.45,24596,0.5688412937273186,0.01586055646547118,0.7538301524975526,0,0.5958692470320377,0.5167612653106978,0.5741755554135386,0.5167612653106978,0.5275258851887771,0.5843485171222226,0.5679880115276837,0.7546875373944225,0.6854620364920542,0.5931547315880615,0.6359764089121888,9817,0.7398765855986889,0.7979862804016803,0.5575829882798793,0.7184193869246768,0.6278647068120752,11059,0.5769252323610388,0.6702159763701154,0.4794816414686825,0.23870967741935484,0.31873653984206746,3720,0.38716221662332373,0.7958603554114722,False
58,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.36,0.35,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5785087006017239,0.5187705817583557,0.5464864952498284,0.5187705817583557,0.5271759558736187,0.5744976243523865,0.5466977047235063,0.7363096960211143,0.6792654028436019,0.583986961393501,0.628033083200964,9817,0.7213333671553912,0.7799246131122886,0.5500112216652951,0.6647979021611358,0.6019814951281421,11059,0.5648966361237887,0.6561664729855312,0.410182861240588,0.30752688172043013,0.3515132892917499,3720,0.3538631108913391,0.772838001965523,False
59,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.42,0.35,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5779801593755082,0.5193702128117385,0.5427145760385357,0.5193702128117385,0.5271742823518987,0.5740812863918445,0.5466977047235063,0.7363096960211143,0.6642651296829971,0.6104716308444535,0.6362333457189872,9817,0.7213333671553912,0.7799246131122886,0.5536957371920219,0.6401121258703318,0.5937762120449589,11059,0.5648966361237887,0.6561664729855312,0.410182861240588,0.30752688172043013,0.3515132892917499,3720,0.3538631108913391,0.772838001965523,False
60,xgboost_learning_rate_0.05_max_depth_6_n_estimators_2000,0.05,6,2000,0.3,0.35,24596,0.5490365482264529,0.014873276253130825,0.7374107907852656,0,0.5746056269312083,0.5199665908791353,0.5590525042901447,0.5199665908791353,0.5271023175056415,0.5697861345792901,0.5464325450053841,0.7369283992539425,0.724759793052476,0.4994397473769991,0.5913641297792788,9817,0.7207632856249843,0.7799863008999461,0.5393471488554789,0.7201374446152455,0.6167666989351404,11059,0.5620854469910468,0.6540422750684756,0.4130505709624796,0.3403225806451613,0.37317612380250553,3720,0.35644890240012117,0.7767566217934058,False
61,xgboost_learning_rate_0.005_max_depth_10_n_estimators_2000,0.005,10,2000,0.42,0.45,24596,0.5644426433976386,0.01613727573516359,0.751335396047873,0,0.5961945031712473,0.516664676691149,0.5717976427778148,0.516664676691149,0.5270261673655008,0.5847567610184267,0.5640108791970023,0.7522556369682266,0.6893778093210314,0.593664052154426,0.6379508510754748,9817,0.7407113289773133,0.7961397788198503,0.5578622527703745,0.7192332037254725,0.6283524904214559,11059,0.5716493504105224,0.6661463513045126,0.4681528662420382,0.23709677419354838,0.3147751605995717,3720,0.3796719582031714,0.7944807807803169,False
62,xgboost_learning_rate_0.05_max_depth_3_n_estimators_500,0.05,3,500,0.36,0.45,24596,0.5838017022749078,0.013133423311344997,0.764201727054004,0,0.599528378598146,0.5157690879721931,0.6045011030091215,0.5157690879721931,0.5266401575841376,0.583307078280979,0.5841930339858455,0.7653467647908389,0.7600676298801107,0.5037180401344606,0.6058935244746676,9817,0.7525891939439296,0.8074089624553168,0.5453711630182219,0.8064924495885704,0.6507131652865429,11059,0.5946695519979309,0.6829112659671043,0.5080645161290323,0.23709677419354838,0.32331378299120234,3720,0.4053203560156762,0.8057200659500955,False
63,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.3,0.35,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5782647584973166,0.5174381044679782,0.5511630106259053,0.5174381044679782,0.5261733605187656,0.5736890259900157,0.5466977047235063,0.7363096960211143,0.6980719794344473,0.5532239991850871,0.6172643064158664,9817,0.7213333671553912,0.7799246131122886,0.5452341912026806,0.6915634324984176,0.6097424858486805,11059,0.5648966361237887,0.6561664729855312,0.410182861240588,0.30752688172043013,0.3515132892917499,3720,0.3538631108913391,0.772838001965523,False
64,xgboost_learning_rate_0.05_max_depth_3_n_estimators_2000,0.05,3,2000,0.42,0.45,24596,0.5658213316797458,0.014750770192212832,0.7500238868919773,0,0.5929012847617499,0.5152294733355242,0.5716699344364082,0.5152294733355242,0.5261496982524031,0.5818016110771569,0.5652807034819674,0.7509848421497906,0.681844992332193,0.5887745747173271,0.6319011697824424,9817,0.7381003908938643,0.7961308530449881,0.5551573917931422,0.7144407270096754,0.6248072436835238,11059,0.5751801849537987,0.6658501935427529,0.4780074191838898,0.24247311827956988,0.3217406812912431,3720,0.38256153459823883,0.7909734798616305,False
65,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.36,0.35,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.5720442348349325,0.5185153925269882,0.5425220908707513,0.5185153925269882,0.5257690949997191,0.5694986533217853,0.5408752183891642,0.7306936762908663,0.6782257076338684,0.5638178669654681,0.6157525864946045,9817,0.7145072861941264,0.774406816264813,0.5457399103139013,0.6602766977122706,0.5975694586521544,11059,0.5612558045643999,0.6504144702375794,0.40360065466448447,0.33145161290322583,0.3639852398523985,3720,0.3468625644089662,0.7672597423702064,False
66,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.42,0.35,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.5711091234347049,0.519225450825088,0.5368154906328088,0.519225450825088,0.5256801769068365,0.5687967241696574,0.5408752183891642,0.7306936762908663,0.6555975122167925,0.601303860649893,0.6272780404866904,9817,0.7145072861941264,0.774406816264813,0.5512483050171493,0.6249208789221449,0.5857772503814206,11059,0.5612558045643999,0.6504144702375794,0.40360065466448447,0.33145161290322583,0.3639852398523985,3720,0.3468625644089662,0.7672597423702064,False
67,xgboost_learning_rate_0.3_max_depth_6_n_estimators_500,0.3,6,500,0.3,0.35,24596,0.5430143264585652,0.012867346633613623,0.7312408997820272,0,0.5724101479915433,0.5173833551469943,0.5492755176971641,0.5173833551469943,0.5247379077029275,0.5688001874167274,0.5408752183891642,0.7306936762908663,0.7031845400108874,0.5263318732810431,0.6020390329158171,9817,0.7145072861941264,0.774406816264813,0.5410413584161207,0.694366579256714,0.608189450340567,11059,0.5612558045643999,0.6504144702375794,0.40360065466448447,0.33145161290322583,0.3639852398523985,3720,0.3468625644089662,0.7672597423702064,False
68,xgboost_learning_rate_0.005_max_depth_3_n_estimators_1000,0.005,3,1000,0.42,0.45,24596,0.5903085411077817,0.009733900518105663,0.7676784933529054,0,0.6088794926004228,0.5155433505950612,0.6048822188945246,0.5155433505950612,0.5246081866627349,0.5908314814368308,0.5905076408423882,0.7684751024237101,0.7218121659455332,0.5777732504838545,0.6418104667609618,9817,0.754279408481624,0.8087186320959849,0.557654850019478,0.7766525002260602,0.6491818147462303,11059,0.6008734325276026,0.688051214461912,0.5351796407185628,0.1922043010752688,0.28283227848101267,3720,0.4163700815179378,0.8086554607132336,False
69,xgboost_learning_rate_0.05_max_depth_3_n_estimators_1000,0.05,3,1000,0.36,0.45,24596,0.5758151567050411,0.013561812703339953,0.7585641535438825,0,0.5971296145714751,0.5140357924936605,0.595557835045718,0.5140357924936605,0.5244106372458125,0.5815796275257055,0.5758669422222936,0.7596684570954193,0.7515443724574355,0.5080981970051951,0.6062963413151817,9817,0.74695439547077,0.8028733385747047,0.5456964296763814,0.79745004069084,0.6479794268919912,11059,0.5855799142694605,0.6754708770808654,0.489432703003337,0.23655913978494625,0.3189561435302646,3720,0.39506651692665035,0.8006611556306877,False
70,xgboost_learning_rate_0.3_max_depth_3_n_estimators_1000,0.3,3,1000,0.3,0.35,24596,0.5433819156924438,0.012510408775710339,0.7307984732183475,0,0.5667588225727761,0.5193741895364584,0.5559088474077643,0.5193741895364584,0.5241184389368653,0.5626701729073279,0.5411169245108919,0.7303503058915272,0.7277405270544207,0.47539981664459613,0.5751078250154036,9817,0.7139125809735651,0.7750430103452901,0.5335133310833614,0.7147119992766073,0.6109608100796166,11059,0.5567672417720337,0.6464375036450687,0.4064726840855107,0.368010752688172,0.3862866817155756,3720,0.3526709507870769,0.7695704036842225,False
71,xgboost_learning_rate_0.05_max_depth_6_n_estimators_500,0.05,6,500,0.36,0.45,24596,0.5688412937273186,0.01586055646547118,0.7538301524975526,0,0.5946901935274028,0.5131987600744533,0.5869568170823186,0.5131987600744533,0.5237200949445243,0.5805242383714561,0.5679880115276837,0.7546875373944225,0.7351335823039357,0.5213405317306713,0.6100482746290006,9817,0.7398765855986889,0.7979862804016803,0.5462552274743379,0.779546071073334,0.6423754703625051,11059,0.5769252323610388,0.6702159763701154,0.4794816414686825,0.23870967741935484,0.31873653984206746,3720,0.38716221662332373,0.7958603554114722,False
72,xgboost_learning_rate_0.005_max_depth_6_n_estimators_1000,0.005,6,1000,0.42,0.45,24596,0.5828798177423018,0.014325491150844092,0.7639147980587104,0,0.6025369978858351,0.5135310177455026,0.5879927996135453,0.5135310177455026,0.522904344619978,0.586734704767428,0.5832118123724772,0.7650242424655939,0.70569425654901,0.5844962819598656,0.6394027189659015,9817,0.7527270546232427,0.8073428910438658,0.5566252172750368,0.7528709648250294,0.6400430487758004,11059,0.5921900390390474,0.6827166774958036,0.5016589250165893,0.2032258064516129,0.2892672661182323,3720,0.40471834345514146,0.8050131588571123,False
73,xgboost_learning_rate_0.05_max_depth_6_n_estimators_1000,0.05,6,1000,0.42,0.45,24596,0.5580918714031328,0.015157297729107063,0.7457577431953609,0,0.5889168970564319,0.5128246221556415,0.5614375479151089,0.5128246221556415,0.5229024992426766,0.5786450970138673,0.5564454988103855,0.7460180962873363,0.6738904899135447,0.5954976061933381,0.6322734155310404,9817,0.7312557367468377,0.7897845892092703,0.5551008686912198,0.699159055972511,0.6188570513846646,11059,0.5683119101616315,0.6615575442115982,0.45532128514056225,0.24381720430107526,0.3175770308123249,3720,0.36976884952268746,0.7867121554411405,False
74,xgboost_learning_rate_0.005_max_depth_6_n_estimators_2000,0.005,6,2000,0.36,0.45,24596,0.5787886940031928,0.015636630083830923,0.7612116280183108,0,0.5970889575540739,0.5123361202203862,0.595767185004654,0.5123361202203862,0.5225183534926453,0.580976627340847,0.5788071213558023,0.7623933371909496,0.749738532795458,0.5111541204033819,0.6078740157480315,9817,0.7496412410981267,0.8050903976631204,0.5450948878036719,0.7973596166018627,0.6475253341166104,11059,0.5866165431674691,0.6791038320168514,0.492468134414832,0.22849462365591397,0.31215571061329417,3720,0.40016357980181094,0.802985781892877,False
75,xgboost_learning_rate_0.005_max_depth_6_n_estimators_500,0.005,6,500,0.3,0.35,24596,0.5834349791649013,0.012310884477836933,0.7643790716839941,0,0.5819645470808261,0.5153842625925422,0.6084555747827297,0.5153842625925422,0.5221469177638626,0.5642061039992877,0.583511190132353,0.7652371906387266,0.8129716500101979,0.40603035550575534,0.5415760869565217,9817,0.7514041682352219,0.807358960884863,0.5303266840127204,0.8293697440998282,0.6469633914086196,11059,0.5933902422240781,0.6836289174139101,0.48206839032527105,0.310752688172043,0.37790127492644654,3720,0.4057391599377589,0.804723693617407,False
76,xgboost_learning_rate_0.005_max_depth_10_n_estimators_2000,0.005,10,2000,0.36,0.45,24596,0.5644426433976386,0.01613727573516359,0.751335396047873,0,0.5922507724833306,0.5114262662317417,0.5798636161882548,0.5114262662317417,0.5218678352505625,0.5790091083524154,0.5640108791970023,0.7522556369682266,0.7261474269819194,0.5318325353977794,0.6139824778032574,9817,0.7407113289773133,0.7961397788198503,0.5452905553408066,0.7653494891038973,0.6368458673488582,11059,0.5716493504105224,0.6661463513045126,0.4681528662420382,0.23709677419354838,0.3147751605995717,3720,0.3796719582031714,0.7944807807803169,False
77,xgboost_learning_rate_0.05_max_depth_3_n_estimators_2000,0.05,3,2000,0.36,0.45,24596,0.5658213316797458,0.014750770192212832,0.7500238868919773,0,0.5911123759960969,0.5110546873142551,0.5844171518483519,0.5110546873142551,0.521538730033313,0.5770446537363768,0.5652807034819674,0.7509848421497906,0.7317534166908986,0.5126820821024753,0.6029350104821803,9817,0.7381003908938643,0.7961308530449881,0.5434906196702672,0.7780088615607198,0.6399404983265155,11059,0.5751801849537987,0.6658501935427529,0.4780074191838898,0.24247311827956988,0.3217406812912431,3720,0.38256153459823883,0.7909734798616305,False
78,xgboost_learning_rate_0.005_max_depth_3_n_estimators_2000,0.005,3,2000,0.36,0.45,24596,0.5902477629299525,0.011604977030317511,0.7680238078997552,0,0.6000975768417629,0.5118942601477768,0.6091782040209942,0.5118942601477768,0.5215078967163338,0.5813743954870454,0.5906218595717038,0.769050435124945,0.7703152225566292,0.49536518284608333,0.6029758214507129,9817,0.7557426975720481,0.8096917552231618,0.5439952081461515,0.8212315760918709,0.6544642213734957,11059,0.6011662831611141,0.6880250397708683,0.5132241813602015,0.21908602150537634,0.30708364732479276,3720,0.4149565979819489,0.8094345103808046,False
79,xgboost_learning_rate_0.3_max_depth_3_n_estimators_500,0.3,3,500,0.42,0.45,24596,0.5572818475830977,0.01318306627371577,0.742387562829287,0,0.5851764514555212,0.5109389350635506,0.5593280638258898,0.5109389350635506,0.5212819547706435,0.575257992332953,0.5561299325243133,0.742891882715583,0.6655188246097337,0.5906081287562391,0.6258297803443251,9817,0.7287416066826641,0.7880902290107769,0.5529522024367385,0.6935527624559182,0.6153229041315684,11059,0.5667154963325357,0.6579836585094769,0.4595131644311972,0.24865591397849462,0.32269317983603696,3720,0.3729326945577403,0.7826017606264951,False
80,xgboost_learning_rate_0.005_max_depth_10_n_estimators_1000,0.005,10,1000,0.42,0.45,24596,0.5663059821715671,0.016247170479069917,0.7526721472356049,0,0.5955846479102294,0.5116741972842344,0.5723600356809633,0.5116741972842344,0.5212076884796779,0.5821820481429621,0.5664347295395644,0.7539131093867729,0.6879725897920604,0.5931547315880615,0.6370548657075652,9817,0.7418289460936045,0.7981573003157871,0.5558250745027375,0.7252011935979745,0.6293157564344005,11059,0.5737020577199745,0.6678683333618003,0.4732824427480916,0.21666666666666667,0.29725244329706807,3720,0.38377318480511424,0.7957136944827317,False
81,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.42,0.45,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.5840787119856887,0.5106529084714874,0.5534900218936893,0.5106529084714874,0.5203789805152502,0.5749342273576512,0.5515300494436902,0.7409593479962914,0.666069829901522,0.6062952022002649,0.634778435450328,9817,0.7265428834219652,0.7843705622486193,0.5518715001473622,0.6772764264400036,0.6081766879136048,11059,0.5661780018394487,0.6583425627202142,0.4425287356321839,0.24838709677419354,0.3181818181818182,3720,0.36186926306965705,0.7801649190200406,False
82,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.36,0.45,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5828590014636527,0.5104017041936362,0.5533309213101124,0.5104017041936362,0.5202632577342058,0.5742128803423016,0.5466977047235063,0.7363096960211143,0.6766713747645952,0.5856167872058674,0.6278599901709169,9817,0.7213333671553912,0.7799246131122886,0.5488575944819658,0.6907496156976218,0.611682748128278,11059,0.5648966361237887,0.6561664729855312,0.4344637946837763,0.25483870967741934,0.32124703490342255,3720,0.3538631108913391,0.772838001965523,False
83,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.42,0.45,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5818425760286225,0.5106510789154054,0.5490725327170721,0.5106510789154054,0.5200218034480536,0.5734970978555103,0.5466977047235063,0.7363096960211143,0.6605867487089331,0.6124070489966384,0.6355851569933397,9817,0.7213333671553912,0.7799246131122886,0.5521670547585067,0.6647074780721585,0.6032332184473986,11059,0.5648966361237887,0.6561664729855312,0.4344637946837763,0.25483870967741934,0.32124703490342255,3720,0.3538631108913391,0.772838001965523,False
84,xgboost_learning_rate_0.05_max_depth_10_n_estimators_1000,0.05,10,1000,0.36,0.45,24596,0.5529455947523355,0.014785027334209923,0.7405602667578044,0,0.5847698812815092,0.5097658153368648,0.55954376398248,0.5097658153368648,0.5200006632000753,0.5749934466039593,0.5515300494436902,0.7409593479962914,0.6896764633242776,0.5689110726291128,0.6234998604521351,9817,0.7265428834219652,0.7843705622486193,0.5464260929909784,0.7119992766072882,0.6183203109662727,11059,0.5661780018394487,0.6583425627202142,0.4425287356321839,0.24838709677419354,0.3181818181818182,3720,0.36186926306965705,0.7801649190200406,False
85,xgboost_learning_rate_0.05_max_depth_6_n_estimators_1000,0.05,6,1000,0.36,0.45,24596,0.5580918714031328,0.015157297729107063,0.7457577431953609,0,0.587534558464791,0.5094012240532566,0.5711957269238823,0.5094012240532566,0.5195907185898564,0.575338749369012,0.5564454988103855,0.7460180962873363,0.7138752052545156,0.5314250789446878,0.6092846715328467,9817,0.7312557367468377,0.7897845892092703,0.5443906903765691,0.7529613889140067,0.6319104534243977,11059,0.5683119101616315,0.6615575442115982,0.45532128514056225,0.24381720430107526,0.3175770308123249,3720,0.36976884952268746,0.7867121554411405,False
86,xgboost_learning_rate_0.05_max_depth_10_n_estimators_500,0.05,10,500,0.36,0.45,24596,0.5576592401076623,0.015322960845510908,0.7449766268053912,0,0.5874939014473898,0.5094224427656384,0.5663561092590107,0.5094224427656384,0.5195667641954397,0.5761665573920015,0.5561380302704708,0.7454000900292216,0.7062361092953328,0.5502699399001731,0.6185732279858009,9817,0.7324701418482845,0.7892395483122314,0.5455032119914347,0.7371371733429786,0.6270045763950314,11059,0.5672034151798498,0.6603446276652036,0.4473290064902646,0.24086021505376345,0.31312248820548666,3720,0.368740533783278,0.7866160941102299,False
87,xgboost_learning_rate_0.05_max_depth_10_n_estimators_500,0.05,10,500,0.42,0.45,24596,0.5576592401076623,0.015322960845510908,0.7449766268053912,0,0.585542364612132,0.5097183543763631,0.5568157552351374,0.5097183543763631,0.5195640456513925,0.5754777657616115,0.5561380302704708,0.7454000900292216,0.6719036697247707,0.5968218396658858,0.6321411231590872,9817,0.7324701418482845,0.7892395483122314,0.5512145894903769,0.6914730084094403,0.6134285255896037,11059,0.5672034151798498,0.6603446276652036,0.4473290064902646,0.24086021505376345,0.31312248820548666,3720,0.368740533783278,0.7866160941102299,False
88,xgboost_learning_rate_0.005_max_depth_10_n_estimators_500,0.005,10,500,0.3,0.35,24596,0.5659174419282198,0.016938964839589416,0.7517275153426238,0,0.5785493576191251,0.5117983542525611,0.5922599505995636,0.5117983542525611,0.5193355358617767,0.5636017390201383,0.5664883695464086,0.7531772751862978,0.7860892388451444,0.42711622695324436,0.55349481882384,9817,0.7390046035480874,0.7971493632204024,0.5298139230723501,0.8058594809657292,0.6393113342898135,11059,0.575203068670062,0.6687691308285204,0.46087668988119623,0.3024193548387097,0.36520045447167665,3720,0.3852574364210764,0.7936133315099708,False
89,xgboost_learning_rate_0.05_max_depth_10_n_estimators_2000,0.05,10,2000,0.3,0.45,24596,0.5475596135452038,0.014238090341647427,0.7356042175677635,0,0.5827776874288502,0.5091592856237737,0.5583828338826343,0.5091592856237737,0.519241830317091,0.5733738162907253,0.5466977047235063,0.7363096960211143,0.696593237704918,0.5540389120912702,0.6171914893617021,9817,0.7213333671553912,0.7799246131122886,0.5440914692592086,0.7186002351026314,0.6192869666861485,11059,0.5648966361237887,0.6561664729855312,0.4344637946837763,0.25483870967741934,0.32124703490342255,3720,0.3538631108913391,0.772838001965523,False
